SMILES;logP
[H][C@@](C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)CCCl;1.46
[H][C@@](O)(C(=O)NO)[C@@]([H])(CC(C)C)C=O;-0.36
CC1=C(Cl)C(NCCC2=CC=CC=C2)=NC(=N1)C1=NC=CC=C1;4.5
CC(C)(C)OC(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1;2.49
CC(C)(C)C(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1;2.61
[H]\C1=C([H])\C(=O)[C@@H](O)[C@@H](O)C[C@H]2O[C@@H]2C2=C(C(O)=CC(OC)=C2)C(=O)O[C@@H](C)C1;1.63
[H][C@]1(CO)CC2=CC=C(C=C2CN1)[N+]([O-])=O;0.88
[H][C@](O)(CCCCCC)C(O)=O;1.83
CC1=C(CCO)C(=O)OC2=CC(O)=CC=C12;1.18
[H][C@]1(O)C[C@]([H])(CC[C@]1([H])C1=CC=C(C=C1)C(=O)NCCCC(O)=O)C1=CC=CC=C1;3.28
[H][C@](N)(CC1=CC=CC=C1)C(O)O;0.39
[O-]C(=O)C(=O)\C=C\CC(=O)C1=CC=CC=C1;2.09
CCCCCC(=O)CP(O)(O)=O;0.73
[H][C@](N)(CCC1=CC=CC=C1)C(C)=O;1.85
OC(=O)C(\O)=C\C=C\C(=O)C1=CC=CC=C1;1.72
OC(=O)C(\O)=C/C=C/C(=O)C1=CC=CC=C1;1.72
[H][C@@](CC(O)=O)(NC(=O)[C@@]([H])(CCCCNC(=O)C1=NC2=C(C=CC=C2O)C=C1)C1=CC=CS1)C=O;2.43
C(CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1)CC1=NN=NN1;1.24
CCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1;3.83
COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1;1.85
O=NC(=O)CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1;1.42
FC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N=O;-0.081
O=NC(=O)CNS(=O)(=O)C1=CC=CC=C1;-0.22
[H][C@]1(O)[C@@]([H])(O)[C@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O;0.81
[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O;0.81
OC1=CC=CC=C1[S@](=O)CCCCP(O)(O)=O;0.46
[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=C(OC)C=C1)C(=O)NC;0.89
OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=C(O)C=C(C=C1)C(O)=O;2.04
[H][C@@]1(CCOC1=O)NC(=O)CCCCCCC;1.84
CC1=CC(=CC(C)=C1)C(=O)N(NC(=O)C1=C(C)C2=C(OCCO2)C=C1)C(C)(C)C;4.42
[H][C@@](O)(CCCCCCCCC)CC(O)=O;3.25
[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1;5.37
[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1;3.01
[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1;4.11
[H][C@](CCNC1=CC=[NH+]C=C1)(NC(=O)CNS(=O)(=O)C1CCCCC1)C(=O)N1CCCCC1;-0.29
CC1=NNC2=C1C(OC1=CC(=CC(=C1)C#N)C#N)=C(F)C=C2;2.78
[H][C@@]1(CCN(C1)C(=O)C1=CC=C(NC2=NC(C3=CN=C(C)N3C(C)C)=C(F)C=N2)C=C1)N(C)C;2.53
CCCCOC1=NC(NCCN2CCOCC2)=C2N=CN(CC3=C(F)C=CC=C3F)C2=N1;3.65
[H][C@]1(OC2=C(C=C1)C(CC1=CN=C(N)N=C1N)=CC(OC)=C2OC)C1CC1;2.49
[H][C@](C)(NC(=O)CCS)C(O)=O;-0.089
IC1=CC=CC(CNC2=C3CCCCC3=NC3=C2C=CC=C3)=C1;5.58
CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=C(F)C=C(F)C=C2)=C(Br)C1=O;4.24
FC1=CC=C(C=C1)C1=CNN=C1C1=CC(F)=NC=C1;3.42
OCC(=O)N1CCC(CC1)C1=NNC(=C1C1=CC=NC=N1)C1=CC=C(Cl)C=C1;1.59
CC1=CC(OCCNC2=CC=[NH+]C=C2)=CC(NS(=O)(=O)C2=CC=CC=C2)=C1;1.84
NC(=O)C1=CC=CC(CN2C3=C(CCCCC3)C3=CC=CC(C(O)=O)=C23)=C1;4.19
[H]N([H])C(=NOCCN([H])C(=O)CC1=C(Cl)C=CC(N([H])CC(F)(F)C2=CC=CC=C2)=C1F)N([H])[H];2.64
ClC1=CC=C(COCCNCCNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C=C1;2.36
OC(=O)CO\N=C1/C2=CC=CCC2=N/C/1=C1\C(=O)N=C2CC=CC=C12;0.96
OC(=O)CC1=CNC2=CC=CC=C12;1.71
OC(=O)C[C@H](NC(=O)CC1=CNC2=CC=CC=C12)C(O)=O;0.53
OC(=O)CNC(=O)CC1=CNC2=C1C=CC=C2;0.6
[H][C@](NC(=O)CC1=CNC2=CC=CC=C12)(C(C)C)C(O)=O;2.06
CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O;0.44
NC1=CC(C=O)=C(CC(=O)OCCBr)C=C1;1.49
[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O;4.2
[H][C@](OC(C)=O)(C(=O)OC)C1=CC=C(N)C=C1C(O)=O;0.053
CCCC1=CC2=C(NC(CC(N)=O)=C2)C(CC(O)=O)=C1;1.86
N1N=C(C2=NC3=CC=CC=C3N2)C2=C1C=CC=C2;2.99
[H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O;-0.27
[H]N([H])C(\CC1=C(Cl)C=CC=C1Cl)=N/C(=S)N([H])C1=CC=C(C=C1)C#N;4.27
COC(=O)CCNC(=O)C1=C(O)C(I)=CC(=C1)C1=C(F)C=C(F)C=C1;4.12
OC(=O)CCNC(=O)C1=C(O)C(I)=CC(=C1)C1=C(F)C=C(F)C=C1;3.97
[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CC)C=C1)C(=O)NO;1.82
CN1CCN(CCN2C=NC3=C(NC4CCCCC4)N=C(N=C23)C#N)CC1;2.19
N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1;4.8
N#CC1=NC2=C(N=CN2C2CCCC2)C(NC2=CC=CC=C2OCCCN2C=CN=C2)=N1;3.4
COC1=CC=C(O)C=C1NC(=O)NC(=O)C1=CC=C(F)C=C1Cl;3.01
CN1CCN(CC1)C1=NC2=C(C=C(C=C2N=C1)C(F)(F)F)C1=CC(O)=CC=C1;4.07
CC1=C(NC2=CC(=CN=C2)C(N)=O)C=C(C=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F;3.53
NC1=CC=C(SC2=CC=C(C=C2)N2C(=O)C3=C(C=C(N)C=C3)C2=O)C=C1;3.11
CC1=CC=CC(=C1)N1C=NC2=CC(N)=CC=C12;2.83
COC1=CC(CN2C(=CC3=C2C=CC=C3)C(=O)NC2CCN(CC2)C(C)C)=CC=C1;3.66
CC(C)N1CCC(CC1)NC(=O)C1=CC2=C(C=CC=C2)N1CC(=O)NC1=CC=C(Cl)C=C1;3.61
OC(=O)C1=C(CCC1)C(=O)NC1=C(F)C=C(C=C1F)C1=CC=CC(OC(F)(F)F)=C1;5.53
COC1=CC=CC(=C1)C1=CC=C(NC(=O)C2=C(SC=C2)C(O)=O)C(F)=C1;4.27
OC(=O)C1=C(C=CS1)C(=O)NC1=C(F)C=C(C=C1F)C1=CC(OC(F)(F)F)=CC=C1;6
OC(=O)C1=C(C=CC1)C(=O)NC1=C(F)C(F)=C(C(F)=C1F)C1=CC(OC(F)(F)F)=CC=C1;5.45
[H]N=C(CC1=CC(O)=C(O)C=C1)C(O)=O;0.82
CC[C@H](CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=CC=C(OC)C=C12;3.2
CC(C)N1C(C)=NC=C1C1=NC(NC2=CC=C(C=C2)N2CCN(CC2)C(=O)CO)=NC=C1;1.49
COC1=CC=C2N(C(=O)C3=CC=C(I)C=C3)C(C)=C(CC(O)=O)C2=C1;3.85
CC[C@@H](CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2;4.02
[H][C@](CCC1=CC=C(C=C1)C(N)=N)(CC(=O)OC)C1=CC=CC(=C1)C(N)=N;2.35
OC(=O)CNS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1;1.97
[H]N([C@H](CC(=O)N([H])C1=NN([H])C(=S)S1)C1=CC=CC=C1)C(=O)OCC1=CC=CC=C1;4.06
CNC(=O)[C@H](CC1=C(F)C(F)=C(F)C(F)=C1F)NC(=O)NC1=NN=C(S)S1;2.17
[H][C@](CC(C)C)(N(O)C(C)=O)C(=O)OC;0.64
[H][C@@](CC)(COC1=CC=CC=C1)O[P@](C)(Cl)=O;2.82
[H][C@@](C)(CCC1=CC=C(O)C=C1)NC(=O)CC1=C(NC2=C1C=CC=C2)C1=CC=CC=C1;5.26
OS(=O)(=O)OC1=CNC2=CC=CC=C12;1.29
NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CC2=C(C=CN2)C=C1;3.46
NC1=NC=CC=C1NCC1=C(OCC2=NC=CC=C2)C=CC(=C1)C1=CC2=C(C=CN2)C=C1;3.89
BrC1=CC=C(\C=C\CNCCNS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C=C1;3.23
CC1CNCCN1S(=O)(=O)C1=C2C=CN=CC2=CC=C1;0.68
CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2;-0.1
OC(=O)COC(=O)C1=C2C(C(=O)N(CC(O)=O)S2(=O)=O)=C2C=CC=CC2=C1;0.62
OC(=O)CN1C(=O)C2=C(C(=CC3=CC=CC=C23)C(O)=O)S1(=O)=O;0.8
COC(=O)C1=C(O)C=CC=C1OC\C=C\C1=CC(=CC=C1)C1=C(CO)C(=NO1)C(O)=O;3.71
[H][C@@](CC1=CC=C(C=C1)[C@]1([H])CC(=O)NS1(=O)=O)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(C)=O)C(N)=O;-0.28
[H][C@](CO)(NC1=NN2C(C=C1)=NC=C2C1=CC(N)=CC=C1)C(C)C;2.07
CCNC(=O)N1CCC(CC1)NC1=NC(C2=CNC3=CC=CC=C23)=C(Cl)C=N1;2.44
CC1=NC2=NC=NN2C(NC2=CC3=CC4=CC=CC=C4C=C3C=C2)=C1;3.85
[H][C@@](O)(CNC(=O)NCC1=CC=CC=C1)C(O)=O;-0.19
CC1=NC2=NC=NN2C(NC2=CC=C(C=C2)C(F)(F)F)=C1;2.75
CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(Cl)C=C3)=C1C;3.39
O\N=C1/C(=O)N(CC2=C3OCOCC3=CC(F)=C2)C2=CC=CC(\C=C\C3=CC=CC=C3)=C12;4.69
O\N=C1\C(=O)N(CC2=CC(F)=CC3=C2OCOC3)C2=C1C=C(F)C=C2;2.49
CCOC(=O)C1=CC=C(OCCC2CCN(CC2)C2=CC=C(C)N=N2)C=C1;3.45
CCOC(=O)C1=CC=C(OCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1;3.89
CCOC(=O)C1=CC=C(OCCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1;4.34
O\N=C1/C(=O)N(CC2=CC(F)=CC3=C2OCOC3)C2=CC=CC(=C12)C1=CC=CC=C1;4
OP(O)(=O)OCCCCC1=C(Cl)NC(=O)NC1=O;-0.017
COC1=NN=C(C=C1)N1CCN(CC1)C1=CC(C)=CC=C1;3.17
[H][C@]1(CC2=NC(N)=CC(C)=C2)CNC[C@@]1([H])NCCNCC1=CC=C(Cl)C=C1;2.35
[H][C@]1(CC2=NC(N)=CC(C)=C2)CNC[C@]1([H])NCCNCC1=CC(Cl)=CC=C1;2.35
[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1COC)C1=CC=C(O)C=C1;3.99
ClC1=C(N2CCN(CC#C)CC2)C(NC(=O)C2=CC=C(Br)O2)=CC=C1;3.38
[H][C@](C#N)(C1=NC2=C(S1)C=CC=C2)C1=NC(NCCC2=CC=CN=C2)=NC=C1;3.27
CN(C1CCCCC1)C1=NC(=CC=N1)C1=CN=C2C=CC=CN12;3.38
[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])CN;2.03
[H][C@@]1(CC[C@@]([H])(CC1)C(=O)NC1=CC(=CC=N1)C1=CC(NC2=CC=C(F)C=C2)=NC=C1)OC;4.56
CNC(=O)CN1CCC(CC1)NC1=NC(=CC=N1)C1=CN=C2C=CC=CN12;-0.14
CN(C)CC1=CC=C(CSCCNC(=O)NC2=CC=C(C)C(Cl)=C2)O1;3.4
ClC1=CC=C(C=C1)C1=NN\C(SC1)=N\CCC=C;3.7
OCCN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1;0.65
ONC(=O)CCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N;2.22
CC(C)(NC(=O)C1=CC=C2C(=C1)N1CCOC3=C(C=CC=C3)C1=C2C1CCCCC1)C(O)=O;5.2
CCN(CC)C(=O)C1=C(NC(=O)C2=CC=CS2)SC2=C1CCCC2;5.17
[H][C@@]1(C)CCC2=C(C1)C(C(=O)N(CC)CC)=C(NC(=O)C1=CC=CS1)S2;5.46
COC1=C(\C=N\NC(=O)C2=CC(O)=C(O)C=C2)C2=CC=CC=C2C=C1;3.19
CC1=CC=C(C)C(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=C1;3.68
O=C1NCC2=C3C(NC4=CC=CC=C34)=C3NC4=C(C=CC=C4)C3=C12;3.03
CN([C@H]1CCN(C)C[C@H]1F)C(=O)N1CC(=C[C@@]1(CO)C1=CC=CC=C1)C1=C(F)C=CC(F)=C1;2.93
[H][C@@](C)(N)C(=O)N[C@@]([H])(C)C(=O)N[C@@]([H])(CC1=CC=CC=C1)[C@@]([H])(C)O;0.1
CN(C)S(=O)(=O)C1=CC=C2NC(=O)\C(=C/C3=CC4=C(CCCC4)N3)C2=C1;2.53
C[C@H](NC(=O)[C@@H](CC(=O)NO)CC1=CC=CC=C1)C(O)=O;0.38
[H][C@@](CC1=CC=CC=C1)(NC(=O)OCC1=CC=CC=C1)[C@@]([H])(O)C(O)=O;2.61
COC1=CC(NC2=NC(=CC=N2)N(C)C2=CC3=C(C=C2)C(C)=NN3)=CC(OC)=C1OC;3.41
FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC3=CC=NC=C3)C=C2)=CC=C1;4.28
[H][C@]1(N)CC(=CC[C@]1([H])C1=CC(F)=C(F)C=C1F)C(=O)N1CCN2C(C1)=NN=C2C(F)(F)F;1.84
NCCCOC1=CC=C(C=C1)C1=C(NN=C1)C1=CC(Cl)=C(O)C=C1O;1.49
NS(=O)(=O)C1=C(Cl)C=CC(=C1)[C@@]1(O)NC(=O)C2=C1C=CC=C2;1.6
OC1=CC(O)=C(C=C1)C1=NN(CC=C)C2=C1C=CC=C2C(F)(F)F;4.46
OC1=CC=C2C(NN=C2C2=CC=C(O)C=C2O)=C1;2.42
OC1=CC=C2C(OC(=O)C=C2C2=CC=CC=C2)=C1O;3.26
OC(=O)C(=O)CCCC1=CC=CC=C1;2.79
[H][C@](N)(CC(=O)N1CCCCCN1C(=O)C1=CC=CC=C1)CC1=C(F)C=C(F)C(F)=C1;3.35
NC1=NC=NC2=C1C(=NN2C1CCCC1)C1=CC2=C(NC=C2)N=C1;2.27
COC1=C(OC)C=C(C=C1)C1=NN(C2CCC2)C2=NC=NC(N)=C12;2.26
CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1;2.59
ClC1=C(NC2=NC=C(N3C=NC=C23)C2=CC=CC=C2)C=CC=C1;3.4
CC1=CC=CC(C)=C1NC1=NC=C(N2C=NC=C12)C1=CC=CC=C1;3.82
[H][C@]1(C)CN(CCN1)C1=CC=C2N=C(NC3=C(C)C=CC=C3Cl)C3=CN=CN3C2=C1;3.74
FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCCNCC1;1.44
[H][C@@]12CCC(=O)[C@@]1(C)C[C@@H](OC(C)=O)C1=C2C(=O)C2=C3C(=CO2)C(=O)O[C@H](COC)[C@]13C;1.44
NC1=CC=CC=C1C(=O)CCC(O)=O;1.02
ClC1=CC=C(C=C1)C1=NNC(=C1)C1CCNCC1;2.86
CSC1=NN=C(N1)C1=CC=C(Cl)C=C1;2.84
COC1=CC=C(NC2=C(C(=O)N(CC3=CC=CC=C3)C2=O)C2=CC=CC=C2)C=C1;3.74
CC(C)(C)C1=NNC(NC(=O)NC2=CC=C(Cl)C(COC3=CC=CN=C3)=C2)=C1;4.4
N1C=CC(=N1)C1=NC2=CC=CC=C2N1;1.97
O=C(NC1=CNN=C1C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1;3.07
O=C(NC1CC1)NC1=CNN=C1C1=NC2=CC=C(C[NH+]3CCOCC3)C=C2N1;1.29
[H][C@@]1(F)C[C@]([H])(CC(=C1)C(=O)NC1=CC=C(Cl)C(COC2=CN=CC=C2)=C1)N1CCOCC1;2.82
CC1=CC=CC=C1C1=NNC(=S)N1N;2.4
CC1=NNC=C1C1=CC=C(CCN)C=C1;1.47
[H][C@](C)(C[C@@]([H])(C)C1=CC=CC=C1)C[C@]1([H])CCCCN1C;5.02
CC(C)OC1=CC(NC(=O)C2=CC(Cl)=C(OCCN)C(Cl)=C2)=CC=C1;3.93
[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12;3.07
CC(C)=CCN1C=NC(N)=C2N=CN=C12;1.05
NC1=NC(=CS1)C1=NC(N)=NC=C1;0.83
CC1=NC(=CN1CC1=C(Cl)C=CC=C1Cl)C1=NC(N)=NC=C1;3.48
CC(C)(OC1=CC=C(NC(=O)NC2=CC(Cl)=CC(Cl)=C2)C=C1)C(O)=O;4.65
CCCC1=C(OCCCOC2=CC=C(OCC(O)=O)C=C2)C=CC(C(C)=O)=C1O;4.15
COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1;3.37
[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/CC\C(C)=C/C(=O)O2)O1;3.79
[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCC;1.17
OCCNC(=O)C1=CC=C(Cl)C=C1;0.96
NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1;0.93
OC(=O)COC1=CC(F)=CC=C1C(=S)NCC1=CC=C(Br)C=C1F;4.04
CCCCCCC1=CC=C(C=C1)C(=O)C=C;5.02
[H][C@@](CC(C)C)(NC(=O)CCCCCCCCCCCN1C=CN=C1)C(O)=O;3.58
[H][C@@]1(O)CCN2C(=O)N(C(=O)[C@]12[H])C1=CC=C(C#N)C2=CC=CC=C12;0.97
N#CC1=CC=C(\N=C2/O[C@@]([H])(C(F)(F)F)[C@]3([H])[C@](O)([H])CCN23)C(C)=C1Cl;3.35
FC(F)(F)CN(CC(F)(F)F)C1=CC2=C(NC(=O)C=C2C(F)(F)F)C=C1;4.28
[H][C@]12CO\C(=N/CCCCCCCC)N1[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O;0.95
FC1=CC(=CC(=C1)C(=O)NC1=CC=C2NC=C(CCC3=CC=NC=C3)C2=C1)N1CCOCC1;4.51
FC1=CC(=CC(=C1)C(=O)NC1=CC=C2NC=CC2=C1)N1CCOCC1;3.2
NC1=C(OCC2=CC=CC3=CC=CC=C23)C=CC=N1;3.08
COC1=CC=C(F)C(F)=C1C(=O)C1=CN=C(NC2CCN(CC2)S(C)(=O)=O)N=C1N;0.95
[H][C@@](C)(NC1=NC=CC(=N1)N(C(=O)NC1=CC=CC=C1Cl)C1=CC=C(OC)C=C1)C(C)(C)O;4.33
CCN1C(NC2=CC=CC=C2Cl)=NC2=C1N=C(NC1=C(F)C=CC=C1F)N=C2;5.42
CC(C)N1C(NC2=CC=CC=C2F)=NC2=CN=C(OC3=C(F)C=CC=C3F)N=C12;5.43
OC(=O)CSC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O;0.55
[H][C@]1(CCC2=CC=C(C=C2N1CCCOC)C1=C(N)N=C(N)N=C1CC)C1=CC=CC=C1;4.53
CC1=CC(\C=C\C2=CC=CC=C2)=CC(C)=C1O;5.04
OC1=C(Br)C=C(\C=C\C2=CC=CC=C2)C=C1Br;5.55
OC1=C(Br)C=C(C=C1Br)C1=CC=CC=C1;4.85
OC1=C(Br)C=C(OC2=CC=CC=C2)C=C1Br;4.71
OC1=C(Br)C=C(NC(=O)C2=CC=CC=C2)C=C1Br;4.3
CCCCOC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@@H](CCC(O)=O)C(O)=O;2.65
CCCCOC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CCC(O)=O)C(O)=O;2.65
[H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCCCCC)C=C2)C(O)=O;3.1
[H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCC1=CC=C(C=C1)C#N)C=C2)C(O)=O;2.91
[H][C@](CC)(C=O)[C@@]1([H])NC(C(O)=O)=C2[C@@]1([H])CCC[C@@]2([H])OCCCC;2.1
[H][C@]1(NC(C(O)=O)=C2[C@]1([H])CCC[C@]2([H])OC)C(=C/C)\C=O;0.62
OC1=CC=C(CC2=NN=C3C=CC(=NN23)C2=CC=CC=C2)C=C1;3.38
[H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCC1=C(F)C=C(C=C1)C#N)C=C2)C(O)=O;3.05
N1N=C(C2=C1C=CC=C2)C1=CC=NC=C1;2.11
NC1=NC=C(CC2=CC=CC=C2)S1;2.71
NCCOC(=O)CC1=C2C=CC=CC2=CC=C1;1.95
[H][C@](NC1=C(C=O)C=C2C=CC=CN12)(C(O)=O)[C@](C)(COC(=O)CC1=CC(O)=C(O)C=C1)[S@](O)=O;2.08
CNC1=C(C=C(SC2=NN=CN2C)C=C1)C(=O)NC1=NC(C)=CS1;2.68
[H][C@@](CC(C)C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)C(F)(F)F;3.08
[H][C@](S)(CCS)CCCCC(N)=O;1.4
[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O;5.17
[H]\C(NC1=CC=C(C=C1)S(=O)(=O)NC)=C1\C(=O)NC2=CC=CC=C12;1.34
CNS(=O)(=O)CC1=CC=C(N\N=C2/C(=O)NC3=C2C2=C(C=C3)N=CS2)C=C1;1.8
O=C1NC2=CC=C(C=C2\C1=C\NC1=CC2=C(CS(=O)(=O)C2)C=C1)C1=CN=CO1;0.52
O=C1NC2=CC=CC=C2\C1=C\NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1;2.34
NC(=N)NS(=O)(=O)C1=CC=C(N\C=C2/C(=O)NC3=C2C=CC=C3)C=C1;0.84
C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C;4.68
[H][C@]12CC[C@]([H])(C3=C(C=CC=C13)C(F)(F)F)[C@@]2([H])N;2.63
[H][C@](O)(CN)C1=CC=CC(=C1)C(F)(F)F;1.35
NCCNC1=NN=C(O1)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1;2.7
[H][C@](NC(=O)C1=CC=C(CCC2=CNC3=C2C(=O)NC(N)=N3)C=C1)(C(C)C)C(O)=O;2.21
NS(=O)(=O)C1=C2C=CC=C(O)C2=CC=C1;1.27
NS(=O)(=O)C1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3)C=C1;1.38
NS(=O)(=O)C1=CC=C(NC2=NC(Cl)=CN=C2)C=C1;1
O=C(NC1=CC=CC=C1)C1=NNC=C1;1.76
CC(=O)NC1=CNN=C1C(=O)NC1=CC=C(F)C=C1;1.14
FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=CC=CC=C2)C=C1;2.99
FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=C(F)C=CC=C2F)C=C1;3.28
CC(C)NC1=CC(Cl)=NC2=C(C=NN12)C#N;1.67
[H][C@]1(N)CC[C@@]([H])(CC1)NC1=NC2=C(C=NN2C(NC(C)C)=C1)C#N;1.22
[H][C@@]1(CCCNC1)NC(=O)C1=NNC=C1NC(=O)C1=C(F)C=CC=C1F;1.67
ClC1=CC=CC(Cl)=C1C(=O)NC1=CNN=C1C(=O)NC1CCNCC1;1.96
[H][C@]1(F)CN(CC(=O)NC2=CC=C(C=C2F)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1;2.88
NC1=NC2=NC(N)=C(C=C2C=N1)C1=C(Br)C=CC=C1Br;3.33
COC1=CC=CC(OC)=C1C1=CC2=CN=C(N)N=C2N=C1N;1.48
NC1=NC2=C(C=N1)C=C(C1=CC=CC=C1)C(=N2)N1CC=CC1;3.09
OC(=O)C(=O)CC(=O)C1=CC=CC(=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1;4.92
NCC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=C(Cl)C=C1;3.01
NCC1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1;3.45
[NH3+]C1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1;2.97
[H][C@]1(CO)O[C@@]2(CC(=NO2)C2=CC=CC=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;-0.32
[H][C@@]1(COC(=O)CC2=CC(Cl)=CC=C2)CCCN1C(=O)CNC(=O)OC(C)(C)C;2.64
OC1=CC(O)=C2C(CC(=O)CCCCC\C=C\CCOC2=O)=C1Cl;4.92
ClC1=CC(=CC(OC2=C(Cl)C=CC(OCC3=NNC4=C3C=CC=C4)=C2)=C1)C#N;5.51
CC(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O;-0.19
NS(=O)(=O)C1=CC=C(CCC(O)=O)C=C1;0.66
CCOC(=O)CCC1=CC=C(C=C1)S(N)(=O)=O;1.16
[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@@]([H])(F)[C@@]([H])(O)[C@]1([H])O;0.17
OC(=O)CCCN1C2=C(C(=O)C3=CC=CC=C23)C2=CC=CC=C2C1=O;2.12
[H][C@](N)(CCSC)C(O)(O)C1=NC=CS1;-0.081
[H][C@](CS)(CCCC1=CC=CC=C1)C(O)=O;3.46
O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2;0.32
[H][C@]1(CN(C)CCCCON)O[C@@]([H])(N2C(C=C)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O;-0.38
